"updated","url","name","score","phase","progress","summary","hashtag","contact_url","image_url","source_url","webpage_url","maintainer","event_url","event_name"
04.09.20,"https://hack.opendata.ch/project/570","databndlr #13","48","Researching","0","Transparente Vertrauensplattform zwischen Produzent und Konsument",,"https://openfarminghackdays.slack.com/archives/C01A1G2DY66",,"https://foodtracking-a1057.web.app/#/screens/02d3fefc-1a7e-4bcc-8e3d-4a721bc31356","https://speakerdeck.com/player/ff8c6a6b2e1f44d8a087adb81f57a674?title=false","fabian","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/586","TRIVAtünder #10","45","Sketching","10","Hof- und Recyclingdünger ressourcenschonend finden",,,"https://files.slack.com/files-pri/T01787VET09-F01AHGBPYN5/screenshot_from_2020-09-04_22-24-26.png?pub_secret=a9c74eb84c",,"https://balsamiq.cloud/syrsz01/po04ggh/r3C0A","Urs Podzorski","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/564","Cow Value #3","43","Sketching","10","Decision support tool für die Wirtschaftlichkeit einer Kuh",,"https://openfarminghackdays.slack.com/archives/C01A1FK77U2",,,"https://speakerdeck.com/player/8e4f840d2987495da742adeaa24ebc9d?title=false","nikki_böhler","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/574","Mehr Biodiversität im Ackerbaugebiet #18","42","Researching","0","Wie werden Landwirte/Landwirtinnen motiviert, den Anteil der Biodiversitätsförderflächen im Ackerbaugebiet zu erhöhen?",,"https://openfarminghackdays.slack.com/archives/C019YDQKCVB",,"https://shop.fibl.org/CHde/1702-handbuch-biodiversitaet.html?ref=1&ref=1","https://speakerdeck.com/player/63a8ed506108413684e4fc5217800235?title=false&skipResize=true","NTRO_Liebegg","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/588","Stop Erosion #11","35","Researching","0","Digitale Anwendung zur Warnung vor Erosion",,"https://openfarminghackdays.slack.com/archives/C019YDF1RC5","https://files.slack.com/files-pri/T01787VET09-F01AJ2YNEL9/image.png?pub_secret=f502440a3e",,"https://speakerdeck.com/player/a1f99331a3f946a6a892f361bbef2756?title=false&skipResize=true","Markus Gusset","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/592","FarmPreneur #14","27","Researching","0",,,"https://openfarminghackdays.slack.com/archives/C019YDLF413",,,"https://speakerdeck.com/player/3e334eee6bd24db1ab9d5d16fe03aac2?title=false","Louisa Sarakinis","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/587","Open source Felddaten #12","27","Researching","0",,,"https://openfarminghackdays.slack.com/archives/C01A1N24MK5",,,"https://opendata.utou.ch/felddaten/#/title-slide","jstrebel","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/594","15 - Restenpuzzle","0","Challenge","-1","essen statt vergessen",,,,,,"Andrea","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/569","01 - CO2-Kompensation aus dem Aargau","0","Challenge","-1","Man bezahlt einen Ablass für die CO2-Sünden. Dieser kommt nachhaltigen Projekten der Landwirtschaft zu Gute.",,,,,,"Leume","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/568","09 - Neophyten weed warriors","0","Challenge","-1","Eine einheitliche Neophyten-Bekämpfungsstrategie wird gesucht.",,,,,,"ThomasHufschmid","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/572","08 - Neue Helvetische Küche","0","Challenge","-1","Neue Helvetische Küche - die Idee einer nachhaltigen Esskultur in der digitalen Welt von morgen.",,,,,,"Serge Goustoo","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/576","04 - Aargauer Weinverkauf – neu denken","0","Challenge","-1",,,,,,,"CWOI","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/604","16 - Neue Märkte schaffen","0","Challenge","-1",,,,,,,"Andrea","https://hack.opendata.ch/event/34","Open Farming Hackdays"
04.09.20,"https://hack.opendata.ch/project/581","05 - Pflanzenschutz leicht gemacht! - App","0","Challenge","-1","Entwickeln einer App, die hilft Fehler bei der Anwendung von Pflanzenschutzmitteln zu vermeiden",,,,,,"ursgalliker","https://hack.opendata.ch/event/34","Open Farming Hackdays"
23.10.20,"https://now.makezurich.ch/project/71","Max Mayr & Seonbin Kim","90","Supporting","50","Documentation Max Mayr, Seonbin Kim",,"https://github.com/maxmayr95/make-zurich2020-awesome-green-space/issues","https://avatars0.githubusercontent.com/u/27785831?v=4","https://github.com/maxmayr95/make-zurich2020-awesome-green-space","https://awesome-green-space.maxmayr.com/","max_mayr","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/49","Graffiti Honeypot","81","Promoting","40","Monitor graffiti prone area and report activity.",,"https://gitlab.com/derrickoswald/graffiti_honeypot/issues","https://user-images.githubusercontent.com/1239771/75097425-f61b3180-55aa-11ea-802b-13b92e294041.jpg","https://gitlab.com/derrickoswald/graffiti_honeypot",,"derrickoswald","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/64","Enkel as a Service","80","Launching","30","Unsere ältesten und jüngsten Gesellschaftsmitglieder miteinander verbinden",,,"https://fangirltherapy.files.wordpress.com/2016/01/o-old-lady-computer-facebook.jpg",,,"ganda1f","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/60","rC3 Lounge Experience","78","Launching","30","Grab the starter kits and run. Maybe do something semi-useful later.",,,"https://pbs.twimg.com/profile_banners/1315073085532516355/1602442014/1500x500",,"https://twitter.com/rc3lounge","ganda1f","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/59","Smart wäscherei","69","Launching","30","Detect usage and availability of washing machines",,,"https://www.flaticon.com/svg/static/icons/svg/75/75258.svg","https://github.com/SembeiNorimaki/Smart_Wascherei",,"isaac_alonso","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/56","Granny's Safe","66","Prototyping","20","Granny's Safe is a privacy-concerned, passive, IoT system that detects when Granny has fallen",,,"https://assets.gitlab-static.net/uploads/-/system/project/avatar/22014081/GrannysSafe.png","https://gitlab.com/Westerm/make_zurich","https://docs.google.com/viewer?url=https://gitlab.com/Westerm/make_zurich/-/raw/master/Make%20Zurich%202020.pdf","frederik_schmitz","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/61","Bleep as a Service","65","Sketching","10","Exploring ways to bring sound to the people",,,"https://img.redbull.com/images/c_crop,x_1019,y_0,h_1750,w_1400/c_fill,w_860,h_1075/q_auto,f_auto/redbullcom/2019/01/04/b3fce7b3-a7a5-44a4-bc2f-e616b187f70b/richard-devine-modular-synth","https://gitlab.com/morgulbrut/baas",,"ganda1f","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/51","have a seat.","63","Launching","30","Collect data of public chairs, how they are used, how often, on what time, at which position (sun, shadow)",,"https://github.com/2ni/makezurich-moveandchill/issues","https://upload.wikimedia.org/wikipedia/commons/3/39/Sechsel%C3%A4utenplatz_St%C3%BChle.jpg","https://github.com/2ni/makezurich-moveandchill",,"2ni","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/65","Velo Parkli","56","Launching","30","Where can I park my bike? Let's use the ultrasonic distance sensor to monitor the bike racks! :)",,"https://app.slack.com/client/T0CMJ6ESH/C01AWBU956F",,,"https://velo-parkli.duckdns.org/","emapanz","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/69","Breathe! on LoRaWAN","54","Prototyping","20","Make our open device able to stream its data with TTN.",,,"https://avatars1.githubusercontent.com/u/51740177?v=4","https://github.com/logair/logair-makezurich","https://hackmd.io/@oleg/Hk9uUJi_w","emmanuel_kellner","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/68","nana","53","Launching","30","Detachable wearable sensor for detecting falls",,,"https://i.imgur.com/FC6xgo6.png",,"https://docs.google.com/presentation/d/1-D1_k6b1rk-FCCI9S9toE-26HMneFMbwHFjG3mWcweQ/edit?usp=sharing","DraGaNa","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/55","LAYr","49","Prototyping","20","Thermal camera to detect person laying down on the floor + responsive pavement on the free available space of the floor",,"https://ttn-ch.slack.com/archives/C01AFDN7K6K","https://i.imgur.com/lnn2dNG.png","https://github.com/trajkd/LAYr","https://docs.google.com/presentation/d/16TKLwifX37u_9ZTUohQQeavas6nrkcYNEjv-fbRQE0o/edit?usp=sharing","ciaodejan","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/72","covidscreen.ch","46","Researching","0","Commercially viable Swiss Ai built Corona Scanning Camera ready for production",,"https://www.covidscreen.ch","https://avatars3.githubusercontent.com/u/12561432?v=4","https://github.com/nattimmis/covidscreen","https://www.covidscreen.ch","nattimmis","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/66","Purge da Tub","41","Researching","0",,,,,"https://github.com/WullT/mz-transformerstation","https://1drv.ms/p/s!Aj_hYoIcf3UTi13xl_eMugOD2rZE?e=d9HXYe","pierre_staquet","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/50","Green IoT space","37","Researching","0","Detecting of usage of green spaces",,"https://github.com/filippo82/mz2020-green-space/issues","https://www.stadt-zuerich.ch/content/dam/stzh/ted/Deutsch/Ueber%20das%20Departement/Medienmitteilungen/2010/mai/Fliegendes_Piratenschiff/Spielplatz_Kollerwiese_001.JPG","https://github.com/k3rnell/green-space","https://u.nu/akeurich2020","apyka","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/48","Open Municipal Hardware","23","Researching","0","We'll try to prototype a smart cap for a hydrant plug, that detects when it's removed.",,"https://github.com/make-zurich/open-challenge-ideas-2020/issues/3",,,,"tamberg","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/67","awesomegreenspace-backend","11","Researching","0",,,"https://github.com/maxmayr95/awesomegreenspace-backend/issues","https://avatars0.githubusercontent.com/u/27785831?v=4","https://github.com/maxmayr95/awesomegreenspace-backend",,"max_mayr","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/54","Breathe Fit","9","Researching","0","Use air pollution sensors together with sport activity tracking. ",,"https://github.com/rootart/breathe-fit/issues",,,,"vasyl.dizhak","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/57","Old People Alert System (OPAS)","8","Researching","0","This team is not participating anymore. ",,,,,,"luc_holzherr","https://now.makezurich.ch/event/4","Make Zurich 2020"
23.10.20,"https://now.makezurich.ch/project/52","Move The Chair","4","Researching","0",,,,,,,"thomas","https://now.makezurich.ch/event/4","Make Zurich 2020"
31.10.20,"https://2020.healthhack.solutions/project/62","WhachaCallit Med","146","Promoting","40","Making medical information more accessible and understandable to patients",,"https://dayonehealthhack.slack.com/archives/D01D6H53CDQ","https://assets.editor.p5js.org/5f308dc34df9850024267da8/49779448-1728-4eed-a360-341aee9cc54e.jpg","https://github.com/faxg/healthhack-medjargonbuster","https://vimeo.com/476635313","catherine_spivey","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/82","Hawking's Mate","130","Supporting","50","A predictive-monitoring platform to empower ALS caregivers & clinicians to provide the best patient-centric solutions.",,"https://dayonehealthhack.slack.com/archives/C01DUTLF37F","https://avatars0.githubusercontent.com/u/73656320?s=200&v=4","https://github.com/z-health-hack/guardian","https://player.vimeo.com/video/476802315","petronela_sandulache","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/80","Health Companion","129","Supporting","50","The health advisor that combines all your apps",,,"https://raw.githubusercontent.com/mduu/HealthCompanion2020/main/src/HH20Backend/HH20Web/wwwroot/favicon.png","https://github.com/mduu/HealthCompanion2020","https://drive.google.com/file/d/11DVYeCWNt2RbD6vzwMJ2Jiom43irbizF/preview","arbennuhija","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/78","My Health Data Core","127","Researching","0","As a chronic patient, I want to be able to collect all my different records in one place",,"https://dayonehealthhack.slack.com/archives/D01D3S179LM","https://github.com/guillaume-azarias/My-HealthData-Core/blob/main/Logo.png?raw=true","https://github.com/guillaume-azarias/My-HealthData-Core","https://drive.google.com/file/d/1zmbGM1MCnZwjhyd3rpEZ0YaWeu6nJWCl/preview","simone_mona_raisch","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/77","Odyssey","125","Promoting","40","Integration of the know-how of best possible standard of care and tailor this information to an individualized patient.",,"https://miro.com/app/board/o9J_kg52VVQ=/",,"https://drive.google.com/drive/folders/1nerBiZbfUTF9Egpeh10H9702cChcTgK9","https://www.youtube.com/embed/5aWB6d3VpWI","vilem_guryca","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/69","HealthCareSolutionsRedefined","115","Promoting","40","Centralised System to maintain, retrive health records with data privacy and security",,"https://dayonehealthhack.slack.com/archives/C01DTQN9J5R","https://gitlab.com/pertiatechnologies/dayonehealthhackathon/-/blob/master/bk1.jpg","https://gitlab.com/pertiatechnologies/dayonehealthhackathon","https://www.youtube.com/embed/NMJLZ_fRAQ8","smita_more","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/79","DocRefConsulter","107","Promoting","40","Browser extension for patients to evaluate and filtrate sites and othe sources of medical and support info",,"https://dayonehealthhack.slack.com/archives/D01DJ6M1SHK","https://raw.githubusercontent.com/AlexanderKononov/DocRefConsulter/main/DocRefConsulter/logo_scratch.jpg","https://github.com/AlexanderKononov/DocRefConsulter","https://youtu.be/jAt4TMZmzTw","Alex_Kononov","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/74","Self-Radar","100","Supporting","50","Towards Improved Prediction and Management  - An Interactive Patient Diary, Emotional Radar and Helper",,"https://dayonehealthhack.slack.com/archives/C01DNMH1JDT","https://raw.githubusercontent.com/onnobos/hackathon/main/load_screen.png","https://github.com/onnobos/hackathon","https://www.youtube.com/embed/f-Cmzly5gpw","onno","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/29","KlarMD ","100","Supporting","50","Instant clarity on your medical conditions & diagnostic reports from a specialists with patient support groups",,,"https://i.imgur.com/MuIwcSn.png",,"https://www.klarmd.com/product","felix_appiagyei","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/63","MyJOURNEY platform","99","Supporting","50","Enhancing the patient experience by facilitating patient-clinician interactions across multiple channels",,,,"https://github.com/hariskap/MyJourney/tree/develop","https://drive.google.com/file/d/1AXkxUNAR1lZpaWid5C6zwHHLAM4pZyVu/preview","adaeze_nwobodo","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/73","DataMosaic","86","Researching","0","Building a data mosaic integrating data from different data streams ",,"https://dayonehealthhack.slack.com/archives/C01CP943HV5","https://raw.githubusercontent.com/purwyler/dataMosaic/main/logo/Bildschirmfoto%202020-11-06%20um%2015.22.47.png","https://github.com/purwyler/dataMosaic",,"prabitha_urwyler","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/81","<So Hum> every breath you take!","80","Launching","30","A shared decision making tool for patients suffering from respiratory disorders",,"https://dayonehealthhack.slack.com/archives/C01D5787KTL/p1604654667095800","https://arstechnica.com/gadgets/2018/10/garmin-vivosmart-4-review-the-attractive-new-face-of-the-vivosmart-line/","https://projects.invisionapp.com/m/share/2DW1MDLZQR5#/407333940","https://drive.google.com/file/d/11WvlXiq8emwB0Y6X3P3EN8TGMp5i9umu/preview","drsatishsj","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/75","shock-absorber-connect","79","Promoting","40","Connect a patient to the pateint community via the healthsystem on the day they are diagnosed with a rare disease",,"https://dayonehealthhack.slack.com/archives/C01DGEDESU9",,,"https://miro.com/app/board/o9J_kg9BRx4=/","StevenBourke","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/76","Katarina for patients","69","Launching","30","A mobile application that empowers patients during their health care journey.",,,"https://i.postimg.cc/RVTtJZLP/Banner.png",,"https://katarina.xyz/hackathon/","Gregory","https://2020.healthhack.solutions/event/3","Project Submissions"
31.10.20,"https://2020.healthhack.solutions/project/72","digiCoach","59","Researching","0","Tele-coach system for empowering diabetes self-management",,"https://dayonehealthhack.slack.com/archives/C01E8QTE36F","https://raw.githubusercontent.com/purwyler/dataMosaic/main/logo/digiCoach.png","https://github.com/purwyler/digiCoach",,"prabitha_urwyler","https://2020.healthhack.solutions/event/3","Project Submissions"
13.11.20,"https://hack.opendata.ch/project/547","2 - Recycling-Station","105","Prototyping","20","Eine Ideale mini-Recycling-Station fürs Im Lenz",,"https://smartcitylab-lenzburg.slack.com/archives/C01CPCJGQH5","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/2M28LA5OGPUGYQ8KMJY2WOSK.jpg","https://github.com/EldhosePoulose/SmartWasteCollectionCenter","https://docs.google.com/presentation/d/1ekWuQNCLE8DzaHyIkJ8HiEvb8LdyLqVRZYNkxUGsISk/edit#slide=id.ga1fcd46068_0_0","nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/662","Energieberatung der Zukunft","86","Launching","30","Die neue Welt der ""Energieberatung"" ist die Begleitung der Kunden bei der Umsetzung, unter zunehmender Nutzung von Daten",,,"https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/XEBRPH973UJ7A2WRN7K3JD48.png",,"https://hack.opendata.ch/project/554","wolfram","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/663","5. Lenzburg wie neu - Meldeplattform für Infrastrukturschäden","72","Promoting","40","Attraktive Web-App zum Erfassen von Infrastrukturschäden durch die Bevölkerung mit simplem Back-end für die  Verwaltung.",,"https://ww.linkedin.com/in/florian-rittiner-99328125",,,,"Florian","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/608","7 - PV/ZEV im Lenz","70","Launching","30","Photovoltaik auf die Dächer Im Lenz Areal?",,"https://smartcitylab-lenzburg.slack.com/archives/C01D5KZ61HR",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/660","Toolkit for urban data collection","67","Promoting","40","Toolkit for decision makers and specialists to gain experience with data collection.",,,,,,"michel","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/611","12 - Vernetzung der Quartiere","52","Prototyping","20","Wie können die verschiedenen Quartiere in Lenzburg besser miteinander vernetz werden?",,,,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/661","Lenzburg – Alte Stadt mit neuem Charme","42","Researching","0","Dateien Repo für SmartCityLab Hackten Projekt ""Belebung Altstadt""",,"https://smartcitylab-lenzburg.slack.com/archives/C01CXFAQPAA","https://avatars2.githubusercontent.com/u/1699916?v=4","https://github.com/julochrobak/smartcitylab-lenzburg-belebung-altstadt","https://hackmd.io/@oleg/BJyF446Fv","ulrich_lantermann","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/664","6 - Lenzburg Strom Autark: The overview","31","Sketching","10",,,,,,,"Maud","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/607","6 - Energieautarkes Lenzburg","2","Challenge","-1","Wie kann Lenzburg zu einer ernergieautarken Stadt werden?",,"https://smartcitylab-lenzburg.slack.com/archives/C01DGV0N14H",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/549","4 - Belebung Altstadt ","2","Challenge","-1",,,"https://smartcitylab-lenzburg.slack.com/archives/C01CXFAQPAA",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/610","11 - Lenzburg's Webcams","0","Challenge","-1","Wie können die Webcams in Lenzburg besser genutzt werden?",,,,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/548","3 - Smarte 2000-Watt Areale","0","Challenge","-1","Wie kann man die energieeffizienten 2000-Watt Areale noch smarter machen?",,"https://smartcitylab-lenzburg.slack.com/archives/C01CXFDDNDU",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/609","10 - Smart Home","0","Challenge","-1","Wie sieht die Ausstattung und Steuerung im Haus der Zukunft aus?",,,,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/546","1 - Sharing is Caring","0","Challenge","-1","Wie kann durch “sharen” von bestehenden Ressourcen im Lenz eine Gemeinschaft gründet werden?",,"https://smartcitylab-lenzburg.slack.com/archives/C01CPAB5BUP",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/553","8 - Anschluss E-Auto","0","Challenge","-1","Mehr e-Ladestationen für Lenzburg",,"https://smartcitylab-lenzburg.slack.com/archives/C01DH0GM12M",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/550","5 - Lenzburg wie Neu","0","Challenge","-1","Dank einer App/webseite Mängel im Lenzburger öffentlichen Raum melden",,"https://join.slack.com/share/zt-jagglxf5-aGOJ1quk6OgwedlNAi1TWg",,,,"nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
13.11.20,"https://hack.opendata.ch/project/554","9 - Energieberatung der Zukunft","0","Challenge","-1","Wie könnte eine Planung- und Energieberatung im Zeitalter der Digitalisierung aussehen?",,,,,"https://hack.opendata.ch/project/662","nikki_böhler","https://hack.opendata.ch/event/32","Smart City Lab - Lenzburg"
27.11.20,"https://hack.opendata.ch/project/658","106: Quality of Life in Lucerne","177","Supporting","50","What can the city administration of Lucerne do to enhance the quality of life for its residents?",,"https://opendatahackdays.slack.com/archives/C01E2GJPS6A","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/6Q89WSMD9BU9LNF0Z3ASKSC6.jpg","https://github.com/EldhosePoulose/HackdaysLucerne-LifeQualityAnalysis",,"nad_ja","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/655","10 - 2000-Watt-Site - Reduction of energy consumption","139","Prototyping","20",,,,"https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/M6R0TX7X68DHNJU7WBWN65D4.jpg",,"https://www.figma.com/proto/cuotC3oRfbtYya1T93GbxO/Prototype-App-eJames?node-id=1%3A2&scaling=scale-down","waoehnin","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/616","11 - Reduce car rides at traffic peak hours","138","Supporting","50","How to cope with traffic on the Nidfeld 2000-Watt Site in Kriens (LU)",,,"https://www.losinger-marazzi.ch/media/filer_public_thumbnails/filer_public/24/bc/24bc0071-30c4-4dd1-b541-b12f67802a16/8255-nidfeld__aussenbilder_kopfbau_f1.jpg__1000x1000_q60_subsampling-2.jpg",,"https://docs.google.com/presentation/d/e/2PACX-1vQ_tkdHbqpTPlf8gd8eBb3v0KrKmXabo2p_EIrYe9s5x2xdjiixr4kP6iUUs7t-Y_MyTKyu3KI9fgZh/embed?start=false&loop=false&delayms=3000","waarbenz","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/665","9: 360° Stakeholderfeedback  ","133","Promoting","40","Stakeholderanalysis dashboard to mitigate risks in building projects.",,"https://gitlab.com/eikyu/naked_shareholder/issues","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/SRM8ALXNQEGFPVVWD7H9E7WI.jpg","https://gitlab.com/eikyu/naked_shareholder","https://app.powerbi.com/view?r=eyJrIjoiMTA5OTBlY2QtNTcyNi00N2VjLWIxNTgtZTQ5YmI3ZjYzMDk2IiwidCI6IjhkYTZkN2QxLTFiZjQtNGJkZi05NmE4LTIyOTFhM2MxZDA4MiJ9","silvan_leibacher","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/619","03. Solar Energy in the City","104","Researching","0","We are searching the spots that are most feasible for utilizing solar energy in the city.",,"https://opendatahackdays.slack.com/archives/C01CGMHGS92","https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Photovoltaic_power_station%2C_Glynn_Co%2C_GA%2C_US.jpg/1024px-Photovoltaic_power_station%2C_Glynn_Co%2C_GA%2C_US.jpg","https://github.com/solarlucerne/solarpotential_lucerne","https://docs.google.com/presentation/d/e/2PACX-1vRzcWzB5hGsQZhhrbcQjKbabl0_xga4ngIuoJrAmKa8HLOBe14wbdduXhKPiz3ZRg/embed","thomas_j","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/667","Drug Sharing Ecosystem Driven by Blockchain","96","Researching","0","Blockchain was developed to increase transparency, security and automatization in the health care industry.",,"https://www.hslu.ch/de-ch/hochschule-luzern/ueber-uns/personensuche/profile/?pid=3348","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/I934VPMF13RV5734A1CXEBTN.png","https://drive.google.com/drive/folders/1RSqah29pnHjzddflcLhnI3TPh6pl2gEH",,"group007","https://hack.opendata.ch/event/35","Shape My City"
27.11.20,"https://hack.opendata.ch/project/653","06 Quantification of visitors of cultural events in Lucerne","92","Researching","0","Create a prototype of a technical solution to count visitors of cultural events.",,"https://opendatahackdays.slack.com/archives/C01EMT2B9BK","https://bucketeer-036aa605-c047-4623-8610-f1764b90cf98.s3.amazonaws.com/public/YL9WEVS859739ZP0G8ZJAPNY.jpg","https://github.com/ccetinkaya/hackday_t6","https://docs.google.com/presentation/d/e/2PACX-1vTaX11wB2v_OaGtGNXXQB33CW7Uz-FxiAMVFjoEx34Oy7SDub5fWL-24Q254flGq1jZawkXYniYEQij/embed","wagunase","https://hack.opendata.ch/event/35","Shape My City"
